name;value_euro;wage_euro;height_cm;weight_kgs;age;nationality;overall_rating;positions;preferred_foot;club_team
L. Spinazzola;11000000.0;80000.0;185.42;74.8;25;Italy;77;LM,LB;Right;Juventus
E. Bičakčić;7000000.0;33000.0;185.42;84.8;29;Bosnia Herzegovina;77;CB;Right;TSG 1899 Hoffenheim
M. Schmelzer;6500000.0;43000.0;154.94;73.9;31;Germany;77;LB;Left;Borussia Dortmund
J. dos Santos;9000000.0;10000.0;172.72;73.0;28;Mexico;77;CM,RM;Right;LA Galaxy
V. Grifo;11000000.0;33000.0;154.94;76.2;25;Italy;77;LM;Right;SC Freiburg
V. Vasin;7000000.0;1000.0;193.04;83.0;30;Russia;77;CB;Right;PFC CSKA Moscow
E. Pulgar;10000000.0;26000.0;185.42;83.0;25;Chile;77;CDM,CM;Right;Bologna
Formosandrinho;9500000.0;26000.0;152.4;72.1;27;Brazil;77;ST,CF;Right;Botafogo
S. Sanogo;7000000.0;37000.0;182.88;81.2;29;Ivory Coast;77;CDM,CM;Left;Al Ittihad
C. Wood;10500000.0;56000.0;187.96;92.1;27;New Zealand;77;ST;Right;Burnley
F. Lustenberger;6500000.0;26000.0;154.94;69.9;30;Switzerland;77;CB,CDM;Right;Hertha BSC
G. Rodríguez;9500000.0;46000.0;185.42;79.8;23;Argentina;77;CDM,CM;Right;Club América
L. Klostermann;10000000.0;37000.0;187.96;83.0;22;Germany;77;RB,LB;Right;RB Leipzig
Pedro Henrique;10000000.0;11000.0;190.5;88.0;26;Brazil;77;CB;Left;Vitória Guimarães
A. Donatti;6000000.0;20000.0;193.04;86.2;32;Argentina;77;CB;Right;Racing Club
Pablo;8500000.0;37000.0;187.96;86.2;27;Brazil;77;CB;Right;FC Girondins de Bordeaux
A. Mehmedi;10000000.0;43000.0;182.88;78.0;27;Switzerland;77;CAM,LM,RM,CF;Right;VfL Wolfsburg
C. Sánchez;5000000.0;65000.0;182.88;82.1;33;Colombia;77;CDM,CB;Right;West Ham United
R. Gurtner;5500000.0;15000.0;182.88;82.1;32;France;77;GK;Right;Amiens SC
Jô;8000000.0;11000.0;187.96;78.0;31;Brazil;77;ST;Left;Nagoya Grampus
H. Pérez;8500000.0;29000.0;154.94;71.2;30;Paraguay;77;RM,LM;Right;RCD Espanyol
J. Aquino;9000000.0;54000.0;167.64;62.1;29;Mexico;77;LM;Right;Tigres U.A.N.L.
J. McCarthy;7500000.0;74000.0;154.94;72.1;28;Republic of Ireland;77;CDM,CM;Right;Everton
G. Sio;;;154.94;79.8;29;Ivory Coast;77;ST;Left;Côte d'Ivoire
Munir;12500000.0;17000.0;175.26;68.9;23;Spain;77;ST,RW;Left;Sevilla FC
Marçal;6500000.0;54000.0;152.4;73.9;30;Brazil;77;LB,CB;Left;Olympique Lyonnais
M. Albrighton;9000000.0;64000.0;175.26;73.9;29;England;77;RM,LM;Right;Leicester City
D. Basta;3400000.0;41000.0;182.88;72.1;34;Serbia;77;RB,RM;Right;Lazio
Mata;9000000.0;27000.0;187.96;78.0;30;Spain;77;ST;Right;Getafe CF
I. Sarr;15500000.0;24000.0;185.42;76.2;21;Senegal;77;LM,RM,ST;Right;Stade Rennais FC
M. Zárate;8000000.0;26000.0;175.26;77.1;31;Argentina;77;ST,CF,CAM,LM;Right;Boca Juniors
L. Tonelli;8000000.0;53000.0;182.88;78.0;29;Italy;77;CB;Right;Sampdoria
A. Poli;9000000.0;34000.0;182.88;77.1;29;Italy;77;CM;Right;Bologna
Montoya;8000000.0;43000.0;175.26;73.0;27;Spain;77;RB;Right;Brighton & Hove Albion
R. Sambueza;4500000.0;31000.0;175.26;72.1;35;Argentina;77;RM,LM;Left;Club León
D. Kuzyaev;;;182.88;73.9;26;Russia;77;CM,CDM,RM;Right;Russia
R. Soriano;9500000.0;31000.0;182.88;76.2;28;Italy;77;LM,CM,CAM;Right;Bologna
A. Izzo;10000000.0;38000.0;182.88;78.0;27;Italy;77;CB;Right;Torino
B. Bourigeaud;11500000.0;28000.0;152.4;68.0;25;France;77;LM,RM,CM;Right;Stade Rennais FC
N. Chadli;9000000.0;62000.0;187.96;84.8;29;Belgium;77;LM,RM,LW;Right;AS Monaco
J. Sand;3200000.0;17000.0;185.42;82.1;38;Argentina;77;ST;Right;Club Atlético Lanús
S. Meïté;11000000.0;37000.0;187.96;79.8;24;France;77;CM,CDM;Right;Torino
M. Pereira;2500000.0;13000.0;172.72;73.0;34;Uruguay;77;RB;Right;FC Porto
T. Rincón;8000000.0;42000.0;152.4;76.2;31;Venezuela;77;CM,CDM;Right;Torino
F. Krovinović;12000000.0;11000.0;152.4;69.9;23;Croatia;77;CAM,CM;Right;SL Benfica
A. Miranchuk;12000000.0;1000.0;182.88;73.9;23;Russia;77;CAM,ST;Left;Lokomotiv Moscow
R. Klavan;5000000.0;30000.0;187.96;84.8;33;Estonia;77;CB;Left;Cagliari
T. Chandler;7000000.0;33000.0;182.88;82.1;28;United States;77;RB,RWB,RM,LWB;Right;Eintracht Frankfurt
D. Garmash;9000000.0;1000.0;185.42;74.8;28;Ukraine;77;CM,CAM,LM;Right;Dynamo Kyiv
P. Diop;5000000.0;22000.0;152.4;77.1;32;Senegal;77;CDM,CM;Right;SD Eibar
R. Ábila;9000000.0;27000.0;152.4;93.0;29;Argentina;77;ST;Right;Boca Juniors
A. Živković;12500000.0;11000.0;170.18;68.0;22;Serbia;77;LW,CM;Left;SL Benfica
E. Giaccherini;5500000.0;20000.0;167.64;59.9;33;Italy;77;LW,CM;Right;Chievo Verona
A. Bertolacci;9000000.0;75000.0;152.4;74.8;28;Italy;77;CM,CDM;Left;Milan
A. Ekdal;9000000.0;37000.0;185.42;74.8;29;Sweden;77;CM,CDM;Right;Sampdoria
K. Huntelaar;4700000.0;20000.0;185.42;83.0;35;Netherlands;77;ST;Right;Ajax
R. Centurión;10500000.0;21000.0;175.26;73.9;26;Argentina;77;LM,RM,CAM;Right;Racing Club
D. Suárez;6500000.0;22000.0;172.72;68.0;30;Uruguay;77;RB;Right;Getafe CF
Victor Sánchez;6500000.0;26000.0;175.26;72.1;31;Spain;77;CDM,CM,RB,RM;Right;RCD Espanyol
Luís Neto;;;187.96;71.2;30;Portugal;77;CB;Right;Portugal
S. Ascacíbar;11000000.0;22000.0;167.64;69.9;22;Argentina;77;CDM;Right;VfB Stuttgart
J. Valdivia;4500000.0;10000.0;172.72;71.2;35;Chile;77;CAM;Right;Colo-Colo
Arbilla;6000000.0;22000.0;152.4;76.2;31;Spain;77;CB,RB,LB;Right;SD Eibar
S. Lichtsteiner;2500000.0;79000.0;182.88;76.2;35;Switzerland;77;RB,CB,RWB;Right;Arsenal
Juan Jesus;7500000.0;51000.0;185.42;83.0;27;Brazil;77;CB,LB;Left;Roma
A. Ogbonna;6500000.0;65000.0;190.5;86.2;30;Italy;77;CB;Left;West Ham United
V. Darida;9000000.0;29000.0;170.18;64.0;28;Czech Republic;77;CM,CAM,CDM;Right;Hertha BSC
M. Plattenhardt;8500000.0;26000.0;154.94;76.2;27;Germany;77;LB,LM;Left;Hertha BSC
P. Groß;10000000.0;47000.0;154.94;78.0;27;Germany;77;CAM,CM;Right;Brighton & Hove Albion
O. Wendt;4900000.0;26000.0;154.94;82.1;33;Sweden;77;LB,LM;Left;Borussia Mönchengladbach
Jonatan Soriano;7000000.0;42000.0;154.94;72.1;33;Spain;77;ST,CF;Right;Al Hilal
R. Freuler;10500000.0;28000.0;154.94;77.1;26;Switzerland;77;CM;Right;Atalanta
Gazzolisco;6500000.0;26000.0;185.42;73.0;31;Brazil;77;LB,LM;Left;Internacional
P. Pérez;6500000.0;22000.0;175.26;79.8;33;Argentina;77;CM;Right;Independiente
L. Cook;12500000.0;44000.0;175.26;71.2;22;England;77;CM;Right;Bournemouth
Mario Hermoso;11500000.0;22000.0;182.88;73.9;23;Spain;77;CB,LB;Left;RCD Espanyol
Garry Rodrigues;9500000.0;39000.0;172.72;69.9;28;Cape Verde;77;LM,RM,LW;Right;Al Ittihad
Bruno;8000000.0;23000.0;185.42;86.2;28;Spain;77;CB;Right;Getafe CF
D. Welbeck;9500000.0;95000.0;185.42;73.0;28;England;77;LW,ST,LM;Right;Arsenal
E. Akbaba;11000000.0;51000.0;154.94;73.0;26;Turkey;77;CAM,CM,CDM;Left;Galatasaray SK
Javi Fuego;2700000.0;28000.0;182.88;73.9;35;Spain;77;CDM,CM;Right;Villarreal CF
G. Bou;9000000.0;26000.0;152.4;79.8;29;Argentina;77;ST;Right;Club Tijuana
M. Ritchie;9000000.0;49000.0;172.72;76.2;29;Scotland;77;RM,LWB;Left;Newcastle United
M. Gabbiadini;10500000.0;38000.0;154.94;74.8;27;Italy;77;ST;Left;Sampdoria
M. Carcela-González;8500000.0;19000.0;175.26;67.1;29;Morocco;77;CAM,RM,LM;Left;Standard de Liège
K. El Ahmadi;3600000.0;35000.0;154.94;71.2;34;Morocco;77;CDM,CM;Right;Al Ittihad
J. Maddison;13000000.0;45000.0;175.26;73.0;22;England;77;CAM,LM;Right;Leicester City
F. Fabra;7500000.0;22000.0;172.72;72.1;28;Colombia;77;LB;Left;Boca Juniors
N. Guzmán;5000000.0;38000.0;193.04;93.9;33;Argentina;77;GK;Right;Tigres U.A.N.L.
V. Odjidja-Ofoe;8500000.0;24000.0;182.88;78.9;30;Belgium;77;CM,CDM,CAM;Right;KAA Gent
Wendel;13500000.0;11000.0;154.94;66.2;21;Brazil;77;CM;Right;Sporting CP
T. Strobl;8000000.0;27000.0;187.96;77.1;28;Germany;77;CDM,CB;Right;Borussia Mönchengladbach
C. Grenier;9000000.0;32000.0;185.42;72.1;28;France;77;CM,CDM,CAM;Right;Stade Rennais FC
S. Sydorchuk;10000000.0;1000.0;187.96;79.8;27;Ukraine;77;CM,CDM,CAM;Right;Dynamo Kyiv
J. Hendrix;10000000.0;13000.0;154.94;74.8;24;Netherlands;77;CDM,CM;Left;PSV
J. Pinola;2100000.0;16000.0;154.94;78.9;36;Argentina;77;CB;Left;River Plate
M. Nakamba;10000000.0;19000.0;175.26;78.9;25;Zimbabwe;77;CDM,CM;Left;Club Brugge KV
E. Choupo-Moting;9000000.0;75000.0;190.5;91.2;29;Cameroon;77;ST,LW;Right;Paris Saint-Germain
E. Elia;8000000.0;27000.0;175.26;77.1;32;Netherlands;77;LM,LW;Right;Medipol Başakşehir FK
Sergio García;4100000.0;23000.0;175.26;72.1;35;Spain;77;ST,LM,LW,RW;Right;RCD Espanyol
G. Hoarau;4700000.0;26000.0;193.04;84.8;35;France;77;ST;Right;BSC Young Boys
M. Suchý;6500000.0;26000.0;182.88;83.9;30;Czech Republic;77;CB;Right;FC Basel 1893
M. Dossevi;8500000.0;30000.0;172.72;64.9;31;Togo;77;RM,RW;Right;Toulouse Football Club
R. Vormer;9500000.0;26000.0;152.4;78.9;30;Netherlands;78;CM,RM,CF;Right;Club Brugge KV
J. Shelvey;12000000.0;50000.0;182.88;79.8;27;England;78;CM,CDM;Right;Newcastle United
Gervinho;9000000.0;49000.0;152.4;66.2;31;Ivory Coast;78;LW,RW,ST;Right;Parma
Guilherme;6000000.0;1000.0;195.58;94.8;33;Russia;78;GK;Right;Lokomotiv Moscow
J. Tomkins;9000000.0;53000.0;193.04;73.9;29;England;78;CB;Right;Crystal Palace
R. Bertrand;8000000.0;48000.0;152.4;84.8;29;England;78;LB,LWB;Left;Southampton
D. Abraham;7000000.0;33000.0;187.96;83.9;32;Argentina;78;CB;Right;Eintracht Frankfurt
Daniel Carriço;8000000.0;18000.0;154.94;79.8;30;Portugal;78;CB,CDM;Right;Sevilla FC
N. Pallois;7500000.0;26000.0;187.96;88.9;31;France;78;CB;Left;FC Nantes
C. Tosun;12000000.0;95000.0;182.88;78.0;27;Turkey;78;ST;Right;Everton
M. Cáceres;7000000.0;44000.0;154.94;78.0;31;Uruguay;78;CB,RB;Right;Juventus
D. Srna;1200000.0;23000.0;152.4;78.0;36;Croatia;78;RB;Right;Cagliari
Javi García;7000000.0;23000.0;185.42;82.1;32;Spain;78;CDM,CM,CB;Right;Real Betis
J. Holebas;2900000.0;51000.0;185.42;81.2;34;Greece;78;LB,LWB;Left;Watford
A. Dzyuba;;;195.58;91.2;30;Russia;78;ST;Right;Russia
K. Honda;8000000.0;12000.0;182.88;73.9;32;Japan;78;RM,CAM;Left;Melbourne Victory
C. Bravo;2400000.0;50000.0;182.88;79.8;35;Chile;78;GK;Right;Manchester City
Rafael Tolói;10000000.0;27000.0;185.42;74.8;28;Brazil;78;CB;Right;Atalanta
M. Schneiderlin;8500000.0;83000.0;185.42;74.8;29;France;78;CDM,CM;Right;Everton
M. Gradel;10000000.0;35000.0;152.4;69.9;31;Ivory Coast;78;LW,LM;Right;Toulouse Football Club
Sergi Gómez;11500000.0;17000.0;185.42;77.1;26;Spain;78;CB;Right;Sevilla FC
Jaume Costa;7500000.0;30000.0;170.18;62.1;30;Spain;78;LB;Left;Villarreal CF
P. Hernández;9000000.0;24000.0;185.42;81.2;32;Chile;78;CM,CAM,CDM;Left;Chile
R. van Persie;5500000.0;18000.0;187.96;71.2;35;Netherlands;78;ST,CAM;Left;Feyenoord
K. Mirallas;10000000.0;87000.0;182.88;72.1;31;Belgium;78;LM,LW,ST;Right;Fiorentina
Sérgio Oliveira;12500000.0;1000.0;154.94;78.0;26;Portugal;78;CM,CDM;Right;PAOK
A. Mooy;10500000.0;50000.0;172.72;72.1;28;Australia;78;CM,CDM;Right;Huddersfield Town
D. Baier;3100000.0;25000.0;175.26;78.0;34;Germany;78;CDM;Right;FC Augsburg
D. Pröpper;12000000.0;50000.0;185.42;78.9;27;Netherlands;78;CM;Right;Brighton & Hove Albion
T. Kongolo;12000000.0;39000.0;187.96;69.9;25;Netherlands;78;CB,LB;Left;Huddersfield Town
J. Lascelles;12000000.0;39000.0;187.96;88.9;25;England;78;CB;Right;Newcastle United
T. Vilhena;13000000.0;14000.0;175.26;71.2;24;Netherlands;78;CM;Left;Feyenoord
A. Trebel;11500000.0;23000.0;175.26;73.9;28;France;78;CM;Left;RSC Anderlecht
K. Fortounis;12500000.0;1000.0;154.94;76.2;26;Greece;78;CAM,LM;Right;Olympiacos CFP
K. Lala;10000000.0;20000.0;152.4;78.0;27;France;78;RWB,RB;Right;RC Strasbourg Alsace
B. Reynet;8500000.0;24000.0;185.42;84.8;28;France;78;GK;Right;Toulouse Football Club
S. García;11000000.0;20000.0;154.94;79.8;28;Uruguay;78;ST;Right;Godoy Cruz
R. Jiménez;12000000.0;15000.0;190.5;81.2;27;Mexico;78;ST;Right;Wolverhampton Wanderers
Bernat;10500000.0;61000.0;170.18;67.1;26;Spain;78;LB,LM;Left;Paris Saint-Germain
F. Fajr;10000000.0;28000.0;152.4;71.2;30;Morocco;78;CM,CDM,RM,LM;Right;Stade Malherbe Caen
L. Castro;10000000.0;36000.0;182.88;78.0;29;Argentina;78;CM,RM;Right;Cagliari
A. Cragno;10500000.0;21000.0;182.88;78.0;24;Italy;78;GK;Right;Cagliari
L. Pavoletti;10500000.0;39000.0;187.96;84.8;30;Italy;78;ST;Right;Cagliari
V. Chiricheş;8500000.0;57000.0;182.88;74.8;29;Romania;78;CB;Right;Napoli
M. De Sciglio;10000000.0;78000.0;182.88;78.0;26;Italy;78;RB,LB;Right;Juventus
D. Cheryshev;11000000.0;33000.0;152.4;73.9;28;Russia;78;LM,LW;Left;Valencia CF
M. Arnold;13500000.0;40000.0;182.88;73.9;24;Germany;78;CM,CDM,CAM;Left;VfL Wolfsburg
L. Trossard;13500000.0;18000.0;172.72;67.1;24;Belgium;78;LW;Right;KRC Genk
R. Olsen;7500000.0;46000.0;195.58;86.2;29;Sweden;78;GK;Right;Roma
R. Fraser;13000000.0;55000.0;162.56;69.9;25;Scotland;78;LM,LW;Right;Bournemouth
B. Traoré;14000000.0;57000.0;154.94;73.0;23;Burkina Faso;78;ST,RW,RM;Left;Olympique Lyonnais
Matheus;9500000.0;12000.0;187.96;76.2;26;Brazil;78;GK;Right;SC Braga
Gabriel;13500000.0;12000.0;187.96;82.1;25;Brazil;78;CM,CDM;Left;SL Benfica
B. Cristante;14000000.0;51000.0;185.42;79.8;24;Italy;78;CM,CDM,CAM;Right;Roma
H. Sakai;8000000.0;44000.0;182.88;69.9;28;Japan;78;RB,LB;Right;Olympique de Marseille
F. Kostić;12500000.0;17000.0;182.88;82.1;26;Serbia;78;LM,LWB;Left;Eintracht Frankfurt
Omar Mascarell;10500000.0;29000.0;154.94;76.2;26;Spain;78;CDM,CM;Right;FC Schalke 04
G. Laborde;14000000.0;28000.0;154.94;78.0;24;France;78;ST;Left;Montpellier HSC
M. Halstenberg;10000000.0;45000.0;187.96;82.1;27;Germany;78;LB;Left;RB Leipzig
D. Berardi;14000000.0;50000.0;182.88;72.1;24;Italy;78;RW,ST;Left;Sassuolo
Rubén Peña;10000000.0;23000.0;170.18;64.9;27;Spain;78;RB,RM;Right;SD Eibar
Bruma;13500000.0;43000.0;172.72;69.9;24;Portugal;78;CAM,LM;Right;RB Leipzig
Pere Pons;13000000.0;31000.0;152.4;69.9;26;Spain;78;CM,CDM;Right;Girona FC
O. Vlachodimos;10500000.0;9000.0;187.96;77.1;24;Greece;78;GK;Right;Greece
M. Meyer;13500000.0;48000.0;172.72;68.0;23;Germany;78;CM,LM;Right;Crystal Palace
R. Gagliardini;11500000.0;46000.0;190.5;77.1;24;Italy;78;CDM,CM;Right;Inter
P. Sisto;14000000.0;25000.0;172.72;68.9;24;Denmark;78;LW,LM;Right;RC Celta
Ricardo Esgaio;12500000.0;16000.0;172.72;68.0;25;Portugal;78;RM,RB;Right;SC Braga
M. Lemina;13500000.0;44000.0;182.88;84.8;25;Gabon;78;CM,CDM;Right;Southampton
W. Cyprien;13500000.0;30000.0;154.94;74.8;24;France;78;CM,CDM;Right;OGC Nice
N. Stark;12000000.0;24000.0;190.5;81.2;23;Germany;78;CB,CDM;Right;Hertha BSC
N. Bentaleb;13500000.0;29000.0;187.96;78.0;24;Algeria;78;CM,CDM;Left;FC Schalke 04
D. Laxalt;12500000.0;76000.0;152.4;68.0;26;Uruguay;78;LM;Left;Milan
Bastos;10000000.0;44000.0;154.94;77.1;27;Angola;78;CB;Right;Lazio
M. Meza;12500000.0;46000.0;154.94;76.2;26;Argentina;78;CAM,LM,RM;Right;Argentina
G. Simeone;15000000.0;53000.0;154.94;81.2;23;Argentina;78;ST;Right;Fiorentina
D. Djené;11000000.0;23000.0;175.26;71.2;27;Togo;78;CB;Right;Getafe CF
R. Battaglia;12000000.0;15000.0;187.96;78.9;27;Argentina;78;CM,CDM;Right;Argentina
A. Sanabria;15000000.0;25000.0;154.94;73.9;23;Paraguay;78;ST;Right;Genoa
J. Denayer;12500000.0;47000.0;182.88;79.8;23;Belgium;78;CB;Right;Olympique Lyonnais
Y. Mina;12500000.0;68000.0;195.58;93.9;24;Colombia;78;CB;Right;Everton
N. Elvedi;12000000.0;20000.0;187.96;78.0;22;Switzerland;78;CB,RB,LB;Right;Borussia Mönchengladbach
Petros;10000000.0;43000.0;154.94;77.1;29;Brazil;78;CM,CDM;Right;Al Nassr
R. Aguilar;11000000.0;25000.0;172.72;71.2;25;France;78;RWB,RB;Right;Montpellier HSC
O. Al Soma;10500000.0;47000.0;190.5;86.2;29;Syria;78;ST;Right;Al Ahli
Granell;10000000.0;33000.0;175.26;69.9;30;Spain;78;CM;Left;Girona FC
W. Weghorst;13000000.0;48000.0;198.12;83.9;26;Netherlands;78;ST;Right;VfL Wolfsburg
A. Marušić;11500000.0;46000.0;185.42;84.8;26;Montenegro;78;RM;Right;Lazio
Borja Iglesias;13000000.0;31000.0;187.96;86.2;26;Spain;78;ST;Right;RCD Espanyol
N. Barella;16500000.0;26000.0;172.72;68.0;22;Italy;78;CM;Right;Cagliari
Joan Jordán;13500000.0;22000.0;182.88;73.9;24;Spain;78;CM,CDM,CAM;Right;SD Eibar
Diogo Jota;15500000.0;56000.0;152.4;73.0;22;Portugal;78;LW,ST;Right;Wolverhampton Wanderers
J. Gomez;14500000.0;61000.0;187.96;77.1;21;England;78;CB,RB;Right;Liverpool
N. Amiri;14500000.0;27000.0;154.94;73.0;22;Germany;78;CAM,CM;Right;TSG 1899 Hoffenheim
A. Golovin;14000000.0;55000.0;154.94;68.9;22;Russia;78;CM,CAM,CF;Right;AS Monaco
Trezeguet;13000000.0;15000.0;152.4;78.0;24;Egypt;78;LM,CAM,RM;Right;Kasimpaşa SK
M. Díaz;6000000.0;19000.0;187.96;83.9;33;Argentina;78;GK;Right;Boca Juniors
Daniel Podence;14000000.0;1000.0;162.56;64.9;23;Portugal;78;LM,RM,CAM;Right;Olympiacos CFP
R. Bentancur;18500000.0;66000.0;187.96;72.1;21;Uruguay;78;CM;Right;Juventus
C. Pulisic;15000000.0;44000.0;152.4;68.9;20;United States;78;RM,LM;Right;Borussia Dortmund
Yeray;12000000.0;20000.0;182.88;78.0;24;Spain;78;CB;Right;Athletic Club de Bilbao
D. Calabria;14500000.0;52000.0;175.26;69.9;22;Italy;78;RB;Right;Milan
B. Chilwell;12500000.0;43000.0;152.4;77.1;22;England;78;LB;Left;Leicester City
P. Lees-Melou;12500000.0;33000.0;185.42;68.9;25;France;78;CM;Right;OGC Nice
Ronaldo Esler;7500000.0;34000.0;167.64;64.9;31;Brazil;78;LB,LM;Left;Atlético Mineiro
Claudio Coíntra;5000000.0;30000.0;175.26;71.2;35;Brazil;78;CAM,CF;Left;Internacional
Everticinho;7500000.0;29000.0;175.26;74.8;31;Brazil;78;RB,RW,CM;Right;Grêmio
Sidney Pessinho;9000000.0;27000.0;187.96;84.8;27;Brazil;78;CDM,CM;Right;Internacional
A. Lafont;14000000.0;12000.0;193.04;82.1;20;France;78;GK;Right;Fiorentina
R. Malinovskyi;13000000.0;18000.0;154.94;84.8;25;Ukraine;78;CM;Left;KRC Genk
A. Harit;15500000.0;25000.0;154.94;67.1;21;Morocco;78;CAM,CM,RW;Right;FC Schalke 04
Wesley;15000000.0;21000.0;190.5;93.9;22;Brazil;78;ST;Right;Club Brugge KV
A. Hakimi;12500000.0;49000.0;154.94;73.0;20;Morocco;78;RB,LB;Right;Borussia Dortmund
M. Lazzari;12500000.0;15000.0;175.26;67.1;25;Italy;78;RM;Right;SPAL
D. Samassékou;13000000.0;31000.0;152.4;68.0;23;Mali;78;CDM;Right;FC Red Bull Salzburg
C. Ünder;16000000.0;49000.0;172.72;66.2;21;Turkey;78;RW,LW;Left;Roma
David Neres;14500000.0;17000.0;175.26;66.2;22;Brazil;78;RW,CAM,LW;Left;Ajax
T. Walcott;12500000.0;105000.0;175.26;68.0;29;England;79;RM;Right;Everton
S. Nasri;11000000.0;83000.0;175.26;74.8;31;France;79;LM,CM,RM,CAM;Right;West Ham United
A. Valencia;7000000.0;110000.0;154.94;83.0;33;Ecuador;79;RB;Right;Manchester United
A. Masiello;7000000.0;30000.0;182.88;82.1;33;Italy;79;CB;Right;Atalanta
S. Defour;11500000.0;61000.0;175.26;72.1;30;Belgium;79;CM;Right;Burnley
José Fonte;3800000.0;35000.0;187.96;81.2;35;Portugal;79;CB;Right;LOSC Lille
D. Sturridge;13000000.0;120000.0;154.94;76.2;29;England;79;ST;Left;Liverpool
D. Wass;12000000.0;41000.0;154.94;73.9;29;Denmark;79;CM,RM,RB;Right;Valencia CF
D. Ospina;8500000.0;80000.0;182.88;79.8;30;Colombia;79;GK;Right;Napoli
P. Wernbloom;7000000.0;1000.0;187.96;83.9;32;Sweden;79;CDM;Right;PAOK
Ángel;11500000.0;31000.0;172.72;68.0;31;Spain;79;ST;Right;Getafe CF
Kiko Casilla;7500000.0;39000.0;190.5;86.2;32;Spain;79;GK;Right;Leeds United
E. Capoue;10000000.0;58000.0;190.5;87.1;30;France;79;CDM,CM;Right;Watford
J. Hernández;12000000.0;90000.0;175.26;73.0;30;Mexico;79;ST;Right;West Ham United
Eder;11500000.0;29000.0;152.4;72.1;32;Italy;79;ST;Right;Jiangsu Suning FC
S. Coleman;9500000.0;92000.0;152.4;77.1;30;Republic of Ireland;79;RB;Right;Everton
Marcelo;8500000.0;60000.0;190.5;84.8;31;Brazil;79;CB;Right;Olympique Lyonnais
A. Lallana;11500000.0;105000.0;152.4;73.0;30;England;79;CM;Right;Liverpool
M. Hasebe;3800000.0;37000.0;154.94;72.1;35;Japan;79;CB,CDM;Right;Eintracht Frankfurt
S. Jovetić;13000000.0;79000.0;182.88;78.9;29;Montenegro;79;ST;Right;AS Monaco
M. Sakho;11500000.0;58000.0;187.96;83.0;29;France;79;CB;Left;Crystal Palace
F. Delph;10000000.0;115000.0;175.26;78.0;29;England;79;LB,CM;Left;Manchester City
G. Mercado;8500000.0;19000.0;154.94;83.0;31;Argentina;79;CB,RB;Right;Sevilla FC
Bruno;6000000.0;37000.0;182.88;73.0;34;Spain;79;CM,CDM;Left;Villarreal CF
Fernando;9500000.0;57000.0;182.88;76.2;31;Brazil;79;CDM,CM;Right;Galatasaray SK
L. Pratto;12000000.0;31000.0;187.96;91.2;30;Argentina;79;ST;Right;River Plate
S. Feghouli;12500000.0;65000.0;175.26;74.8;29;Algeria;79;RM,RW,CAM;Right;Galatasaray SK
Mariano;7000000.0;57000.0;152.4;68.9;32;Brazil;79;RB;Right;Galatasaray SK
N. Kalinić;12000000.0;60000.0;187.96;79.8;31;Croatia;79;ST;Right;Atlético Madrid
R. Zieler;10000000.0;32000.0;187.96;81.2;30;Germany;79;GK;Right;VfB Stuttgart
K. Asamoah;9500000.0;62000.0;172.72;74.8;30;Ghana;79;LB,CM;Left;Inter
I. Smolnikov;;;152.4;69.9;30;Russia;79;RB;Right;Russia
Alex Teixeira;13000000.0;30000.0;172.72;69.9;29;Brazil;79;ST,CAM;Right;Jiangsu Suning FC
R. Boudebouz;12500000.0;30000.0;152.4;73.9;29;Algeria;79;CAM,RM,ST;Left;RC Celta
V. Wanyama;12500000.0;81000.0;182.88;87.1;27;Kenya;79;CDM,CM;Right;Tottenham Hotspur
S. Rudy;10000000.0;35000.0;152.4;73.9;29;Germany;79;CDM,CM,RB;Right;FC Schalke 04
F. Coquelin;12000000.0;36000.0;152.4;73.9;27;France;79;CDM,CM;Right;Valencia CF
Susaeta;12000000.0;31000.0;152.4;68.0;31;Spain;79;RW,LW;Right;Athletic Club de Bilbao
Souza;10000000.0;44000.0;187.96;79.8;30;Brazil;79;CDM,CM;Right;Al Ahli
B. Hübner;10000000.0;39000.0;193.04;86.2;29;Germany;79;CB;Left;TSG 1899 Hoffenheim
J. Wilshere;14500000.0;83000.0;172.72;68.0;27;England;79;CM,CAM,CDM;Left;West Ham United
Iborra;9500000.0;34000.0;190.5;91.2;31;Spain;79;CDM,CM;Right;Villarreal CF
Rafael;10500000.0;60000.0;172.72;78.0;28;Brazil;79;RB,RWB;Right;Olympique Lyonnais
C. Wilson;15000000.0;77000.0;154.94;66.2;27;England;79;ST;Right;Bournemouth
D. Caligiuri;9000000.0;33000.0;182.88;79.8;31;Italy;79;RWB,RM,RB,LWB;Right;FC Schalke 04
B. Stambouli;10500000.0;33000.0;154.94;82.1;28;France;79;CB,CDM;Right;FC Schalke 04
R. Barkley;16000000.0;89000.0;185.42;87.1;25;England;79;CAM,CM;Right;Chelsea
Danilo;12000000.0;110000.0;182.88;78.0;27;Brazil;79;RB,LB;Right;Manchester City
M. Gregoritsch;16000000.0;27000.0;193.04;87.1;24;Austria;79;CAM,ST;Left;FC Augsburg
Nolito;11000000.0;21000.0;175.26;72.1;32;Spain;79;LM,LW;Right;Sevilla FC
Campaña;15500000.0;28000.0;152.4;69.9;25;Spain;79;CM,CDM;Right;Levante UD
H. Vanaken;15500000.0;27000.0;195.58;79.8;26;Belgium;79;CAM,CF;Right;Club Brugge KV
